series_id,series_name,group,date,value
commodity:crude,石油・石炭製品 企業物価指数（日銀CGPI実測）,commodity,2026-04,143.5
commodity:sugar,粗糖 輸入物価指数（円ベース・日銀CGPI実測）,commodity,2021-04,100
commodity:sugar,粗糖 輸入物価指数（円ベース・日銀CGPI実測）,commodity,2021-10,124.5
commodity:sugar,粗糖 輸入物価指数（円ベース・日銀CGPI実測）,commodity,2022-04,142.8
commodity:sugar,粗糖 輸入物価指数（円ベース・日銀CGPI実測）,commodity,2022-10,165.1
commodity:sugar,粗糖 輸入物価指数（円ベース・日銀CGPI実測）,commodity,2023-04,166.4
commodity:sugar,粗糖 輸入物価指数（円ベース・日銀CGPI実測）,commodity,2023-10,210.7
commodity:sugar,粗糖 輸入物価指数（円ベース・日銀CGPI実測）,commodity,2024-04,189.6
commodity:sugar,粗糖 輸入物価指数（円ベース・日銀CGPI実測）,commodity,2024-10,170.1
commodity:sugar,粗糖 輸入物価指数（円ベース・日銀CGPI実測）,commodity,2025-04,163
commodity:sugar,粗糖 輸入物価指数（円ベース・日銀CGPI実測）,commodity,2025-10,141.3
commodity:sugar,粗糖 輸入物価指数（円ベース・日銀CGPI実測）,commodity,2026-04,136.7
commodity:cacao,コーヒー豆・カカオ豆 輸入物価指数（円ベース・日銀CGPI実測）,commodity,2021-04,100
commodity:cacao,コーヒー豆・カカオ豆 輸入物価指数（円ベース・日銀CGPI実測）,commodity,2021-10,141.2
commodity:cacao,コーヒー豆・カカオ豆 輸入物価指数（円ベース・日銀CGPI実測）,commodity,2022-04,211.7
commodity:cacao,コーヒー豆・カカオ豆 輸入物価指数（円ベース・日銀CGPI実測）,commodity,2022-10,229.1
commodity:cacao,コーヒー豆・カカオ豆 輸入物価指数（円ベース・日銀CGPI実測）,commodity,2023-04,164.9
commodity:cacao,コーヒー豆・カカオ豆 輸入物価指数（円ベース・日銀CGPI実測）,commodity,2023-10,201.2
commodity:cacao,コーヒー豆・カカオ豆 輸入物価指数（円ベース・日銀CGPI実測）,commodity,2024-04,244.6
commodity:cacao,コーヒー豆・カカオ豆 輸入物価指数（円ベース・日銀CGPI実測）,commodity,2024-10,320.8
commodity:cacao,コーヒー豆・カカオ豆 輸入物価指数（円ベース・日銀CGPI実測）,commodity,2025-04,410.2
commodity:cacao,コーヒー豆・カカオ豆 輸入物価指数（円ベース・日銀CGPI実測）,commodity,2025-10,357
commodity:cacao,コーヒー豆・カカオ豆 輸入物価指数（円ベース・日銀CGPI実測）,commodity,2026-04,413.8
commodity:milk,原乳 企業物価指数（日銀CGPI実測）,commodity,2021-04,100
commodity:milk,原乳 企業物価指数（日銀CGPI実測）,commodity,2021-10,100.7
commodity:milk,原乳 企業物価指数（日銀CGPI実測）,commodity,2022-04,100
commodity:milk,原乳 企業物価指数（日銀CGPI実測）,commodity,2022-10,100.7
commodity:milk,原乳 企業物価指数（日銀CGPI実測）,commodity,2023-04,109.9
commodity:milk,原乳 企業物価指数（日銀CGPI実測）,commodity,2023-10,115.7
commodity:milk,原乳 企業物価指数（日銀CGPI実測）,commodity,2024-04,117.1
commodity:milk,原乳 企業物価指数（日銀CGPI実測）,commodity,2024-10,117.7
commodity:milk,原乳 企業物価指数（日銀CGPI実測）,commodity,2025-04,116.5
commodity:milk,原乳 企業物価指数（日銀CGPI実測）,commodity,2025-10,122.3
commodity:milk,原乳 企業物価指数（日銀CGPI実測）,commodity,2026-04,121.9
commodity:pulp,パルプ・紙・同製品 企業物価指数（日銀CGPI実測）,commodity,2021-04,100
commodity:pulp,パルプ・紙・同製品 企業物価指数（日銀CGPI実測）,commodity,2021-10,100.1
commodity:pulp,パルプ・紙・同製品 企業物価指数（日銀CGPI実測）,commodity,2022-04,104.4
commodity:pulp,パルプ・紙・同製品 企業物価指数（日銀CGPI実測）,commodity,2022-10,110.9
commodity:pulp,パルプ・紙・同製品 企業物価指数（日銀CGPI実測）,commodity,2023-04,120.6
commodity:pulp,パルプ・紙・同製品 企業物価指数（日銀CGPI実測）,commodity,2023-10,122.6
commodity:pulp,パルプ・紙・同製品 企業物価指数（日銀CGPI実測）,commodity,2024-04,123.6
commodity:pulp,パルプ・紙・同製品 企業物価指数（日銀CGPI実測）,commodity,2024-10,124.5
commodity:pulp,パルプ・紙・同製品 企業物価指数（日銀CGPI実測）,commodity,2025-04,126.3
commodity:pulp,パルプ・紙・同製品 企業物価指数（日銀CGPI実測）,commodity,2025-10,129
commodity:pulp,パルプ・紙・同製品 企業物価指数（日銀CGPI実測）,commodity,2026-04,132
input:rice,米,input,2021-04,100
input:rice,米,input,2021-10,97.7
input:rice,米,input,2022-04,94.4
input:rice,米,input,2022-10,95.9
input:rice,米,input,2023-04,97.1
input:rice,米,input,2023-10,100.8
input:rice,米,input,2024-04,104.7
input:rice,米,input,2024-10,160.2
input:rice,米,input,2025-04,207.8
input:rice,米,input,2025-10,224.5
input:rice,米,input,2026-04,209.1
input:vegetable,野菜,input,2021-04,100
input:vegetable,野菜,input,2021-10,107.9
input:vegetable,野菜,input,2022-04,112.2
input:vegetable,野菜,input,2022-10,115.1
input:vegetable,野菜,input,2023-04,113.5
input:vegetable,野菜,input,2023-10,136.5
input:vegetable,野菜,input,2024-04,128.8
input:vegetable,野菜,input,2024-10,139.3
input:vegetable,野菜,input,2025-04,132
input:vegetable,野菜,input,2025-10,140.3
input:vegetable,野菜,input,2026-04,129.2
input:meat,食肉,input,2021-04,100
input:meat,食肉,input,2021-10,101.7
input:meat,食肉,input,2022-04,102.5
input:meat,食肉,input,2022-10,107.7
input:meat,食肉,input,2023-04,112.1
input:meat,食肉,input,2023-10,113.4
input:meat,食肉,input,2024-04,114.1
input:meat,食肉,input,2024-10,119.1
input:meat,食肉,input,2025-04,120
input:meat,食肉,input,2025-10,124
input:meat,食肉,input,2026-04,126.2
input:oil,食用油,input,2021-04,100
input:oil,食用油,input,2021-10,119.6
input:oil,食用油,input,2022-04,136.5
input:oil,食用油,input,2022-10,162.3
input:oil,食用油,input,2023-04,165.1
input:oil,食用油,input,2023-10,158.6
input:oil,食用油,input,2024-04,149.9
input:oil,食用油,input,2024-10,148.8
input:oil,食用油,input,2025-04,149.4
input:oil,食用油,input,2025-10,152.2
input:oil,食用油,input,2026-04,157.6
input:flour,小麦粉,input,2021-04,100
input:flour,小麦粉,input,2021-10,106.2
input:flour,小麦粉,input,2022-04,115.2
input:flour,小麦粉,input,2022-10,125.5
input:flour,小麦粉,input,2023-04,125.6
input:flour,小麦粉,input,2023-10,130.9
input:flour,小麦粉,input,2024-04,128.9
input:flour,小麦粉,input,2024-10,134.2
input:flour,小麦粉,input,2025-04,140.6
input:flour,小麦粉,input,2025-10,139
input:flour,小麦粉,input,2026-04,137.7
input:detergent,洗剤・溶剤,input,2021-04,100
input:detergent,洗剤・溶剤,input,2021-10,98.5
input:detergent,洗剤・溶剤,input,2022-04,99.9
input:detergent,洗剤・溶剤,input,2022-10,106.5
input:detergent,洗剤・溶剤,input,2023-04,119.7
input:detergent,洗剤・溶剤,input,2023-10,119
input:detergent,洗剤・溶剤,input,2024-04,120
input:detergent,洗剤・溶剤,input,2024-10,137.6
input:detergent,洗剤・溶剤,input,2025-04,136.8
input:detergent,洗剤・溶剤,input,2025-10,157.1
input:detergent,洗剤・溶剤,input,2026-04,155
input:energy,光熱費(電気・ガス),input,2021-04,100
input:energy,光熱費(電気・ガス),input,2021-10,107
input:energy,光熱費(電気・ガス),input,2022-04,119.8
input:energy,光熱費(電気・ガス),input,2022-10,129.1
